Aux Position (J=X5),Sys Position (J=X5),Aux Velocity (J=X5),Sys Velocity (J=X5),Aux Position (J=X0),Sys Position (J=X0),Aux Velocity (J=X0),Sys Velocity (J=X0),Target Position (J=X5),Target Position (J=X0),Change Position (J=X5),Change Position (J=X0),Original Change Position (J=X5),Original Change Position (J=X0),Pos Func Position (J=X5),Pos Func Position (J=X0)
286.0,190.0,234.0,262.0,-87.0,-183.0,234.0,262.0,-373.0,0.0,87.0,87.0,87.0,87.0,0.003817,0.003802
286.0,191.0,233.0,261.0,-87.0,-182.0,233.0,261.0,-373.0,0.0,87.0,87.0,87.0,87.0,0.003831,0.003817
286.0,192.0,232.0,260.0,-87.0,-181.0,232.0,260.0,-373.0,0.0,87.0,87.0,87.0,87.0,0.003846,0.003831
286.0,193.0,231.0,259.0,-87.0,-180.0,231.0,259.0,-373.0,0.0,87.0,87.0,87.0,87.0,0.003861,0.003846
286.0,194.0,230.0,257.0,-87.0,-179.0,230.0,257.0,-373.0,0.0,87.0,87.0,87.0,87.0,0.003891,0.003861
286.0,195.0,229.0,255.0,-87.0,-178.0,229.0,255.0,-373.0,0.0,87.0,87.0,87.0,87.0,0.003922,0.003891
286.0,196.0,228.0,253.0,-87.0,-177.0,228.0,253.0,-373.0,0.0,87.0,87.0,87.0,87.0,0.003953,0.003922
286.0,197.0,227.0,251.0,-87.0,-176.0,227.0,251.0,-373.0,0.0,87.0,87.0,87.0,87.0,0.003984,0.003953
286.0,198.0,226.0,249.0,-87.0,-175.0,226.0,249.0,-373.0,0.0,87.0,87.0,87.0,87.0,0.004016,0.003984
286.0,199.0,225.0,247.0,-87.0,-174.0,225.0,247.0,-373.0,0.0,87.0,87.0,87.0,87.0,0.004049,0.004016
286.0,200.0,224.0,245.0,-87.0,-173.0,224.0,245.0,-373.0,0.0,87.0,87.0,87.0,87.0,0.004082,0.004049
286.0,201.0,223.0,243.0,-87.0,-172.0,223.0,243.0,-373.0,0.0,87.0,87.0,87.0,87.0,0.004115,0.004082
286.0,202.0,222.0,241.0,-87.0,-171.0,222.0,241.0,-373.0,0.0,87.0,87.0,87.0,87.0,0.004149,0.004115
286.0,203.0,221.0,239.0,-87.0,-170.0,221.0,239.0,-373.0,0.0,87.0,87.0,87.0,87.0,0.004184,0.004149
286.0,204.0,220.0,237.0,-87.0,-169.0,220.0,237.0,-373.0,0.0,87.0,87.0,87.0,87.0,0.004219,0.004184
286.0,205.0,219.0,235.0,-87.0,-168.0,219.0,235.0,-373.0,0.0,87.0,87.0,87.0,87.0,0.004255,0.004219
286.0,206.0,218.0,233.0,-87.0,-167.0,218.0,233.0,-373.0,0.0,87.0,87.0,87.0,87.0,0.004292,0.004255
286.0,207.0,217.0,231.0,-87.0,-166.0,217.0,231.0,-373.0,0.0,87.0,87.0,87.0,87.0,0.004329,0.004292
286.0,208.0,216.0,229.0,-87.0,-165.0,216.0,229.0,-373.0,0.0,87.0,87.0,87.0,87.0,0.004367,0.004329
286.0,209.0,216.0,227.0,-87.0,-164.0,216.0,227.0,-373.0,0.0,87.0,87.0,87.0,87.0,0.004405,0.004367
286.0,210.0,216.0,225.0,-87.0,-163.0,216.0,225.0,-373.0,0.0,87.0,87.0,87.0,87.0,0.004444,0.004405
286.0,211.0,216.0,223.0,-87.0,-162.0,216.0,223.0,-373.0,0.0,87.0,87.0,87.0,87.0,0.004484,0.004444
286.0,212.0,216.0,221.0,-87.0,-161.0,216.0,221.0,-373.0,0.0,87.0,87.0,87.0,87.0,0.004525,0.004484
286.0,213.0,216.0,219.0,-87.0,-160.0,216.0,219.0,-373.0,0.0,87.0,87.0,87.0,87.0,0.004566,0.004525
286.0,214.0,216.0,217.0,-87.0,-159.0,216.0,217.0,-373.0,0.0,87.0,87.0,87.0,87.0,0.004608,0.004566
286.0,215.0,216.0,215.0,-87.0,-158.0,216.0,215.0,-373.0,0.0,87.0,87.0,87.0,87.0,0.004651,0.004608
287.0,216.0,216.0,213.0,-86.0,-157.0,216.0,213.0,-373.0,0.0,87.0,87.0,87.0,87.0,0.004695,0.004651
288.0,217.0,215.0,211.0,-85.0,-156.0,215.0,211.0,-373.0,0.0,86.0,86.0,86.0,86.0,0.004739,0.004695
289.0,218.0,214.0,209.0,-84.0,-155.0,214.0,209.0,-373.0,0.0,85.0,85.0,85.0,85.0,0.004785,0.004739
290.0,219.0,213.0,207.0,-83.0,-154.0,213.0,207.0,-373.0,0.0,84.0,84.0,84.0,84.0,0.004831,0.004785
291.0,220.0,212.0,205.0,-82.0,-153.0,212.0,205.0,-373.0,0.0,83.0,83.0,83.0,83.0,0.004878,0.004831
292.0,221.0,211.0,203.0,-81.0,-152.0,211.0,203.0,-373.0,0.0,82.0,82.0,82.0,82.0,0.004926,0.004878
293.0,222.0,210.0,201.0,-80.0,-151.0,210.0,201.0,-373.0,0.0,81.0,81.0,81.0,81.0,0.004975,0.004926
294.0,223.0,209.0,199.0,-79.0,-150.0,209.0,199.0,-373.0,0.0,80.0,80.0,80.0,80.0,0.005025,0.004975
295.0,224.0,208.0,198.0,-78.0,-149.0,208.0,198.0,-373.0,0.0,79.0,79.0,79.0,79.0,0.005051,0.005025
296.0,225.0,207.0,197.0,-77.0,-148.0,207.0,197.0,-373.0,0.0,78.0,78.0,78.0,78.0,0.005076,0.005051
297.0,226.0,206.0,196.0,-76.0,-147.0,206.0,196.0,-373.0,0.0,77.0,77.0,77.0,77.0,0.005102,0.005076
298.0,227.0,205.0,195.0,-75.0,-146.0,205.0,195.0,-373.0,0.0,76.0,76.0,76.0,76.0,0.005128,0.005102
299.0,228.0,204.0,194.0,-74.0,-145.0,204.0,194.0,-373.0,0.0,75.0,75.0,75.0,75.0,0.005155,0.005128
300.0,229.0,202.0,193.0,-73.0,-144.0,202.0,193.0,-373.0,0.0,74.0,74.0,74.0,74.0,0.005181,0.005155
301.0,230.0,200.0,192.0,-72.0,-143.0,200.0,192.0,-373.0,0.0,73.0,73.0,73.0,73.0,0.005208,0.005181
302.0,231.0,198.0,191.0,-71.0,-142.0,198.0,191.0,-373.0,0.0,72.0,72.0,72.0,72.0,0.005236,0.005208
303.0,232.0,196.0,190.0,-70.0,-141.0,196.0,190.0,-373.0,0.0,71.0,71.0,71.0,71.0,0.005263,0.005236
304.0,233.0,194.0,189.0,-69.0,-140.0,194.0,189.0,-373.0,0.0,70.0,70.0,70.0,70.0,0.005291,0.005263
305.0,234.0,192.0,188.0,-68.0,-139.0,192.0,188.0,-373.0,0.0,69.0,69.0,69.0,69.0,0.005319,0.005291
306.0,235.0,190.0,187.0,-67.0,-138.0,190.0,187.0,-373.0,0.0,68.0,68.0,68.0,68.0,0.005348,0.005319
307.0,236.0,188.0,186.0,-66.0,-137.0,188.0,186.0,-373.0,0.0,67.0,67.0,67.0,67.0,0.005376,0.005348
308.0,237.0,186.0,185.0,-65.0,-136.0,186.0,185.0,-373.0,0.0,66.0,66.0,66.0,66.0,0.005405,0.005376
309.0,238.0,184.0,184.0,-64.0,-135.0,184.0,184.0,-373.0,0.0,65.0,65.0,65.0,65.0,0.005435,0.005405
309.0,239.0,182.0,183.0,-64.0,-134.0,182.0,183.0,-373.0,0.0,64.0,64.0,64.0,64.0,0.005464,0.005435
309.0,240.0,180.0,182.0,-64.0,-133.0,180.0,182.0,-373.0,0.0,64.0,64.0,64.0,64.0,0.005495,0.005464
309.0,241.0,178.0,181.0,-64.0,-132.0,178.0,181.0,-373.0,0.0,64.0,64.0,64.0,64.0,0.005525,0.005495
309.0,242.0,176.0,180.0,-64.0,-131.0,176.0,180.0,-373.0,0.0,64.0,64.0,64.0,64.0,0.005556,0.005525
309.0,243.0,175.0,179.0,-64.0,-130.0,175.0,179.0,-373.0,0.0,64.0,64.0,64.0,64.0,0.005587,0.005556
309.0,244.0,174.0,178.0,-64.0,-129.0,174.0,178.0,-373.0,0.0,64.0,64.0,64.0,64.0,0.005618,0.005587
309.0,245.0,173.0,177.0,-64.0,-128.0,173.0,177.0,-373.0,0.0,64.0,64.0,64.0,64.0,0.00565,0.005618
309.0,246.0,172.0,175.0,-64.0,-127.0,172.0,175.0,-373.0,0.0,64.0,64.0,64.0,64.0,0.005714,0.00565
309.0,247.0,171.0,173.0,-64.0,-126.0,171.0,173.0,-373.0,0.0,64.0,64.0,64.0,64.0,0.00578,0.005714
309.0,248.0,170.0,171.0,-64.0,-125.0,170.0,171.0,-373.0,0.0,64.0,64.0,64.0,64.0,0.005848,0.00578
309.0,249.0,169.0,169.0,-64.0,-124.0,169.0,169.0,-373.0,0.0,64.0,64.0,64.0,64.0,0.005917,0.005848
309.0,250.0,168.0,167.0,-64.0,-123.0,168.0,167.0,-373.0,0.0,64.0,64.0,64.0,64.0,0.005988,0.005917
310.0,251.0,167.0,165.0,-63.0,-122.0,167.0,165.0,-373.0,0.0,64.0,64.0,64.0,64.0,0.006061,0.005988
311.0,252.0,166.0,164.0,-62.0,-121.0,166.0,164.0,-373.0,0.0,63.0,63.0,63.0,63.0,0.006098,0.006061
312.0,253.0,165.0,163.0,-61.0,-120.0,165.0,163.0,-373.0,0.0,62.0,62.0,62.0,62.0,0.006135,0.006098
313.0,254.0,164.0,162.0,-60.0,-119.0,164.0,162.0,-373.0,0.0,61.0,61.0,61.0,61.0,0.006173,0.006135
314.0,255.0,163.0,161.0,-59.0,-118.0,163.0,161.0,-373.0,0.0,60.0,60.0,60.0,60.0,0.006211,0.006173
315.0,256.0,161.0,160.0,-58.0,-117.0,161.0,160.0,-373.0,0.0,59.0,59.0,59.0,59.0,0.00625,0.006211
316.0,257.0,159.0,159.0,-57.0,-116.0,159.0,159.0,-373.0,0.0,58.0,58.0,58.0,58.0,0.006289,0.00625
316.0,258.0,157.0,158.0,-57.0,-115.0,157.0,158.0,-373.0,0.0,57.0,57.0,57.0,57.0,0.006329,0.006289
316.0,259.0,156.0,157.0,-57.0,-114.0,156.0,157.0,-373.0,0.0,57.0,57.0,57.0,57.0,0.006369,0.006329
316.0,260.0,155.0,156.0,-57.0,-113.0,155.0,156.0,-373.0,0.0,57.0,57.0,57.0,57.0,0.00641,0.006369
316.0,261.0,154.0,154.0,-57.0,-112.0,154.0,154.0,-373.0,0.0,57.0,57.0,57.0,57.0,0.006494,0.00641
316.0,262.0,153.0,152.0,-57.0,-111.0,153.0,152.0,-373.0,0.0,57.0,57.0,57.0,57.0,0.006579,0.006494
317.0,263.0,152.0,150.0,-56.0,-110.0,152.0,150.0,-373.0,0.0,57.0,57.0,57.0,57.0,0.006667,0.006579
318.0,264.0,151.0,149.0,-55.0,-109.0,151.0,149.0,-373.0,0.0,56.0,56.0,56.0,56.0,0.006711,0.006667
319.0,265.0,150.0,148.0,-54.0,-108.0,150.0,148.0,-373.0,0.0,55.0,55.0,55.0,55.0,0.006757,0.006711
320.0,266.0,148.0,147.0,-53.0,-107.0,148.0,147.0,-373.0,0.0,54.0,54.0,54.0,54.0,0.006803,0.006757
321.0,267.0,146.0,146.0,-52.0,-106.0,146.0,146.0,-373.0,0.0,53.0,53.0,53.0,53.0,0.006849,0.006803
321.0,268.0,144.0,145.0,-52.0,-105.0,144.0,145.0,-373.0,0.0,52.0,52.0,52.0,52.0,0.006897,0.006849
321.0,269.0,142.0,144.0,-52.0,-104.0,142.0,144.0,-373.0,0.0,52.0,52.0,52.0,52.0,0.006944,0.006897
321.0,270.0,141.0,142.0,-52.0,-103.0,141.0,142.0,-373.0,0.0,52.0,52.0,52.0,52.0,0.007042,0.006944
321.0,271.0,140.0,140.0,-52.0,-102.0,140.0,140.0,-373.0,0.0,52.0,52.0,52.0,52.0,0.007143,0.007042
321.0,272.0,139.0,138.0,-52.0,-101.0,139.0,138.0,-373.0,0.0,52.0,52.0,52.0,52.0,0.007246,0.007143
322.0,273.0,138.0,137.0,-51.0,-100.0,138.0,137.0,-373.0,0.0,52.0,52.0,52.0,52.0,0.007299,0.007246
323.0,274.0,137.0,136.0,-50.0,-99.0,137.0,136.0,-373.0,0.0,51.0,51.0,51.0,51.0,0.007353,0.007299
324.0,275.0,136.0,135.0,-49.0,-98.0,136.0,135.0,-373.0,0.0,50.0,50.0,50.0,50.0,0.007407,0.007353
325.0,276.0,134.0,134.0,-48.0,-97.0,134.0,134.0,-373.0,0.0,49.0,49.0,49.0,49.0,0.007463,0.007407
325.0,277.0,132.0,133.0,-48.0,-96.0,132.0,133.0,-373.0,0.0,48.0,48.0,48.0,48.0,0.007519,0.007463
325.0,278.0,131.0,131.0,-48.0,-95.0,131.0,131.0,-373.0,0.0,48.0,48.0,48.0,48.0,0.007634,0.007519
325.0,279.0,130.0,129.0,-48.0,-94.0,130.0,129.0,-373.0,0.0,48.0,48.0,48.0,48.0,0.007752,0.007634
326.0,280.0,129.0,128.0,-47.0,-93.0,129.0,128.0,-373.0,0.0,48.0,48.0,48.0,48.0,0.007812,0.007752
327.0,281.0,128.0,127.0,-46.0,-92.0,128.0,127.0,-373.0,0.0,47.0,47.0,47.0,47.0,0.007874,0.007812
328.0,282.0,126.0,126.0,-45.0,-91.0,126.0,126.0,-373.0,0.0,46.0,46.0,46.0,46.0,0.007937,0.007874
328.0,283.0,124.0,125.0,-45.0,-90.0,124.0,125.0,-373.0,0.0,45.0,45.0,45.0,45.0,0.008,0.007937
328.0,284.0,123.0,123.0,-45.0,-89.0,123.0,123.0,-373.0,0.0,45.0,45.0,45.0,45.0,0.00813,0.008
328.0,285.0,122.0,121.0,-45.0,-88.0,122.0,121.0,-373.0,0.0,45.0,45.0,45.0,45.0,0.008264,0.00813
329.0,286.0,121.0,120.0,-44.0,-87.0,121.0,120.0,-373.0,0.0,45.0,45.0,45.0,45.0,0.008333,0.008264
330.0,287.0,120.0,119.0,-43.0,-86.0,120.0,119.0,-373.0,0.0,44.0,44.0,44.0,44.0,0.008403,0.008333
331.0,288.0,118.0,118.0,-42.0,-85.0,118.0,118.0,-373.0,0.0,43.0,43.0,43.0,43.0,0.008475,0.008403
331.0,289.0,116.0,117.0,-42.0,-84.0,116.0,117.0,-373.0,0.0,42.0,42.0,42.0,42.0,0.008547,0.008475
331.0,290.0,114.0,115.0,-42.0,-83.0,114.0,115.0,-373.0,0.0,42.0,42.0,42.0,42.0,0.008696,0.008547
331.0,291.0,113.0,113.0,-42.0,-82.0,113.0,113.0,-373.0,0.0,42.0,42.0,42.0,42.0,0.00885,0.008696
331.0,292.0,112.0,111.0,-42.0,-81.0,112.0,111.0,-373.0,0.0,42.0,42.0,42.0,42.0,0.009009,0.00885
332.0,293.0,111.0,109.0,-41.0,-80.0,111.0,109.0,-373.0,0.0,42.0,42.0,42.0,42.0,0.009174,0.009009
333.0,294.0,110.0,108.0,-40.0,-79.0,110.0,108.0,-373.0,0.0,41.0,41.0,41.0,41.0,0.009259,0.009174
334.0,295.0,109.0,107.0,-39.0,-78.0,109.0,107.0,-373.0,0.0,40.0,40.0,40.0,40.0,0.009346,0.009259
335.0,296.0,107.0,106.0,-38.0,-77.0,107.0,106.0,-373.0,0.0,39.0,39.0,39.0,39.0,0.009434,0.009346
336.0,297.0,105.0,105.0,-37.0,-76.0,105.0,105.0,-373.0,0.0,38.0,38.0,38.0,38.0,0.009524,0.009434
336.0,298.0,103.0,104.0,-37.0,-75.0,103.0,104.0,-373.0,0.0,37.0,37.0,37.0,37.0,0.009615,0.009524
336.0,299.0,101.0,103.0,-37.0,-74.0,101.0,103.0,-373.0,0.0,37.0,37.0,37.0,37.0,0.009709,0.009615
336.0,300.0,100.0,101.0,-37.0,-73.0,100.0,101.0,-373.0,0.0,37.0,37.0,37.0,37.0,0.009901,0.009709
336.0,301.0,99.0,99.0,-37.0,-72.0,99.0,99.0,-373.0,0.0,37.0,37.0,37.0,37.0,0.010101,0.009901
336.0,302.0,98.0,97.0,-37.0,-71.0,98.0,97.0,-373.0,0.0,37.0,37.0,37.0,37.0,0.010309,0.010101
337.0,303.0,97.0,95.0,-36.0,-70.0,97.0,95.0,-373.0,0.0,37.0,37.0,37.0,37.0,0.010526,0.010309
338.0,304.0,96.0,94.0,-35.0,-69.0,96.0,94.0,-373.0,0.0,36.0,36.0,36.0,36.0,0.010638,0.010526
339.0,305.0,95.0,93.0,-34.0,-68.0,95.0,93.0,-373.0,0.0,35.0,35.0,35.0,35.0,0.010753,0.010638
340.0,306.0,93.0,92.0,-33.0,-67.0,93.0,92.0,-373.0,0.0,34.0,34.0,34.0,34.0,0.01087,0.010753
341.0,307.0,91.0,91.0,-32.0,-66.0,91.0,91.0,-373.0,0.0,33.0,33.0,33.0,33.0,0.010989,0.01087
341.0,308.0,89.0,90.0,-32.0,-65.0,89.0,90.0,-373.0,0.0,32.0,32.0,32.0,32.0,0.011111,0.010989
341.0,309.0,87.0,89.0,-32.0,-64.0,87.0,89.0,-373.0,0.0,32.0,32.0,32.0,32.0,0.011236,0.011111
341.0,310.0,86.0,87.0,-32.0,-63.0,86.0,87.0,-373.0,0.0,32.0,32.0,32.0,32.0,0.011494,0.011236
341.0,311.0,85.0,85.0,-32.0,-62.0,85.0,85.0,-373.0,0.0,32.0,32.0,32.0,32.0,0.011765,0.011494
341.0,312.0,84.0,83.0,-32.0,-61.0,84.0,83.0,-373.0,0.0,32.0,32.0,32.0,32.0,0.012048,0.011765
342.0,313.0,83.0,81.0,-31.0,-60.0,83.0,81.0,-373.0,0.0,32.0,32.0,32.0,32.0,0.012346,0.012048
343.0,314.0,82.0,80.0,-30.0,-59.0,82.0,80.0,-373.0,0.0,31.0,31.0,31.0,31.0,0.0125,0.012346
344.0,315.0,81.0,79.0,-29.0,-58.0,81.0,79.0,-373.0,0.0,30.0,30.0,30.0,30.0,0.012658,0.0125
345.0,316.0,79.0,78.0,-28.0,-57.0,79.0,78.0,-373.0,0.0,29.0,29.0,29.0,29.0,0.012821,0.012658
346.0,317.0,77.0,77.0,-27.0,-56.0,77.0,77.0,-373.0,0.0,28.0,28.0,28.0,28.0,0.012987,0.012821
346.0,318.0,75.0,76.0,-27.0,-55.0,75.0,76.0,-373.0,0.0,27.0,27.0,27.0,27.0,0.013158,0.012987
346.0,319.0,73.0,75.0,-27.0,-54.0,73.0,75.0,-373.0,0.0,27.0,27.0,27.0,27.0,0.013333,0.013158
346.0,320.0,72.0,73.0,-27.0,-53.0,72.0,73.0,-373.0,0.0,27.0,27.0,27.0,27.0,0.013699,0.013333
346.0,321.0,71.0,71.0,-27.0,-52.0,71.0,71.0,-373.0,0.0,27.0,27.0,27.0,27.0,0.014085,0.013699
346.0,322.0,70.0,69.0,-27.0,-51.0,70.0,69.0,-373.0,0.0,27.0,27.0,27.0,27.0,0.014493,0.014085
347.0,323.0,69.0,67.0,-26.0,-50.0,69.0,67.0,-373.0,0.0,27.0,27.0,27.0,27.0,0.014925,0.014493
348.0,324.0,68.0,66.0,-25.0,-49.0,68.0,66.0,-373.0,0.0,26.0,26.0,26.0,26.0,0.015152,0.014925
349.0,325.0,67.0,65.0,-24.0,-48.0,67.0,65.0,-373.0,0.0,25.0,25.0,25.0,25.0,0.015385,0.015152
350.0,326.0,65.0,64.0,-23.0,-47.0,65.0,64.0,-373.0,0.0,24.0,24.0,24.0,24.0,0.015625,0.015385
351.0,327.0,63.0,63.0,-22.0,-46.0,63.0,63.0,-373.0,0.0,23.0,23.0,23.0,23.0,0.015873,0.015625
351.0,328.0,61.0,62.0,-22.0,-45.0,61.0,62.0,-373.0,0.0,22.0,22.0,22.0,22.0,0.016129,0.015873
351.0,329.0,59.0,61.0,-22.0,-44.0,59.0,61.0,-373.0,0.0,22.0,22.0,22.0,22.0,0.016393,0.016129
351.0,330.0,58.0,59.0,-22.0,-43.0,58.0,59.0,-373.0,0.0,22.0,22.0,22.0,22.0,0.016949,0.016393
351.0,331.0,57.0,57.0,-22.0,-42.0,57.0,57.0,-373.0,0.0,22.0,22.0,22.0,22.0,0.017544,0.016949
351.0,332.0,56.0,55.0,-22.0,-41.0,56.0,55.0,-373.0,0.0,22.0,22.0,22.0,22.0,0.018182,0.017544
352.0,333.0,55.0,53.0,-21.0,-40.0,55.0,53.0,-373.0,0.0,22.0,22.0,22.0,22.0,0.018868,0.018182
353.0,334.0,54.0,52.0,-20.0,-39.0,54.0,52.0,-373.0,0.0,21.0,21.0,21.0,21.0,0.019231,0.018868
354.0,335.0,53.0,51.0,-19.0,-38.0,53.0,51.0,-373.0,0.0,20.0,20.0,20.0,20.0,0.019608,0.019231
355.0,336.0,51.0,50.0,-18.0,-37.0,51.0,50.0,-373.0,0.0,19.0,19.0,19.0,19.0,0.02,0.019608
356.0,337.0,49.0,49.0,-17.0,-36.0,49.0,49.0,-373.0,0.0,18.0,18.0,18.0,18.0,0.020408,0.02
356.0,338.0,47.0,48.0,-17.0,-35.0,47.0,48.0,-373.0,0.0,17.0,17.0,17.0,17.0,0.020833,0.020408
356.0,339.0,45.0,47.0,-17.0,-34.0,45.0,47.0,-373.0,0.0,17.0,17.0,17.0,17.0,0.021277,0.020833
356.0,340.0,44.0,45.0,-17.0,-33.0,44.0,45.0,-373.0,0.0,17.0,17.0,17.0,17.0,0.022222,0.021277
356.0,341.0,43.0,43.0,-17.0,-32.0,43.0,43.0,-373.0,0.0,17.0,17.0,17.0,17.0,0.023256,0.022222
356.0,342.0,42.0,41.0,-17.0,-31.0,42.0,41.0,-373.0,0.0,17.0,17.0,17.0,17.0,0.02439,0.023256
357.0,343.0,41.0,39.0,-16.0,-30.0,41.0,39.0,-373.0,0.0,17.0,17.0,17.0,17.0,0.025641,0.02439
358.0,344.0,40.0,38.0,-15.0,-29.0,40.0,38.0,-373.0,0.0,16.0,16.0,16.0,16.0,0.026316,0.025641
359.0,345.0,39.0,37.0,-14.0,-28.0,39.0,37.0,-373.0,0.0,15.0,15.0,15.0,15.0,0.027027,0.026316
360.0,346.0,37.0,36.0,-13.0,-27.0,37.0,36.0,-373.0,0.0,14.0,14.0,14.0,14.0,0.027778,0.027027
361.0,347.0,35.0,36.0,-12.0,-26.0,35.0,36.0,-373.0,0.0,13.0,13.0,13.0,13.0,0.027778,0.027778
361.0,348.0,33.0,35.0,-12.0,-25.0,33.0,35.0,-373.0,0.0,12.0,12.0,12.0,12.0,0.028571,0.027778
361.0,349.0,31.0,34.0,-12.0,-24.0,31.0,34.0,-373.0,0.0,12.0,12.0,12.0,12.0,0.029412,0.028571
361.0,350.0,30.0,32.0,-12.0,-23.0,30.0,32.0,-373.0,0.0,12.0,12.0,12.0,12.0,0.03125,0.029412
361.0,351.0,29.0,30.0,-12.0,-22.0,29.0,30.0,-373.0,0.0,12.0,12.0,12.0,12.0,0.033333,0.03125
361.0,352.0,28.0,28.0,-12.0,-21.0,28.0,28.0,-373.0,0.0,12.0,12.0,12.0,12.0,0.035714,0.033333
362.0,353.0,28.0,26.0,-11.0,-20.0,28.0,26.0,-373.0,0.0,12.0,12.0,12.0,12.0,0.038462,0.035714
363.0,354.0,27.0,25.0,-10.0,-19.0,27.0,25.0,-373.0,0.0,11.0,11.0,11.0,11.0,0.04,0.038462
364.0,355.0,25.0,24.0,-9.0,-18.0,25.0,24.0,-373.0,0.0,10.0,10.0,10.0,10.0,0.041667,0.04
365.0,356.0,23.0,23.0,-8.0,-17.0,23.0,23.0,-373.0,0.0,9.0,9.0,9.0,9.0,0.043478,0.041667
365.0,357.0,21.0,22.0,-8.0,-16.0,21.0,22.0,-373.0,0.0,8.0,8.0,8.0,8.0,0.045455,0.043478
365.0,358.0,20.0,20.0,-8.0,-15.0,20.0,20.0,-373.0,0.0,8.0,8.0,8.0,8.0,0.05,0.045455
365.0,359.0,19.0,18.0,-8.0,-14.0,19.0,18.0,-373.0,0.0,8.0,8.0,8.0,8.0,0.055556,0.05
366.0,360.0,18.0,17.0,-7.0,-13.0,18.0,17.0,-373.0,0.0,8.0,8.0,8.0,8.0,0.058824,0.055556
367.0,361.0,17.0,16.0,-6.0,-12.0,17.0,16.0,-373.0,0.0,7.0,7.0,7.0,7.0,0.0625,0.058824
368.0,362.0,15.0,16.0,-5.0,-11.0,15.0,16.0,-373.0,0.0,6.0,6.0,6.0,6.0,0.0625,0.0625
368.0,363.0,15.0,15.0,-5.0,-10.0,15.0,15.0,-373.0,0.0,5.0,5.0,5.0,5.0,0.066667,0.0625
368.0,364.0,15.0,15.0,-5.0,-9.0,15.0,15.0,-373.0,0.0,5.0,5.0,5.0,5.0,0.066667,0.066667
368.0,365.0,15.0,15.0,-5.0,-8.0,15.0,15.0,-373.0,0.0,5.0,5.0,5.0,5.0,0.066667,0.066667
368.0,366.0,15.0,15.0,-5.0,-7.0,15.0,15.0,-373.0,0.0,5.0,5.0,5.0,5.0,0.066667,0.066667
368.0,367.0,15.0,15.0,-5.0,-6.0,15.0,15.0,-373.0,0.0,5.0,5.0,5.0,5.0,0.066667,0.066667
368.0,368.0,15.0,15.0,-5.0,-5.0,15.0,15.0,-373.0,0.0,5.0,5.0,5.0,5.0,0.066667,0.066667
368.0,369.0,15.0,15.0,-5.0,-4.0,15.0,15.0,-373.0,0.0,5.0,5.0,5.0,5.0,0.066667,0.066667
368.0,370.0,15.0,15.0,-5.0,-3.0,15.0,15.0,-373.0,0.0,5.0,5.0,5.0,5.0,0.066667,0.066667
368.0,371.0,15.0,15.0,-5.0,-2.0,15.0,15.0,-373.0,0.0,5.0,5.0,5.0,5.0,0.066667,0.066667
368.0,372.0,15.0,15.0,-5.0,-1.0,15.0,15.0,-373.0,0.0,5.0,5.0,5.0,5.0,0.066667,0.066667
368.0,373.0,15.0,15.0,-5.0,-0.0,15.0,15.0,-373.0,0.0,5.0,5.0,5.0,5.0,,0.066667
